,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2022-10-14 15:34:40.112396,,,,-0.0430673742022682,,,
2022-10-17 13:09:40.203909,-0.0321829436472662,,,,,,
2022-10-17 15:34:40.112396,,,,-0.0433301499895873,,,
2022-10-18 13:09:40.203909,-0.024273720294255,,,,,,
2022-10-18 15:34:40.112396,,,,-0.057312609680671,,,
2022-10-19 13:09:40.203909,-0.0182334647098774,,,,,,
2022-10-19 15:34:40.112396,,,,-0.0558146138762474,,,
2022-10-20 13:09:40.203909,-0.027694078875031,,,,,,
2022-10-20 15:34:40.112396,,,,-0.0503731663692232,,,
2022-10-21 13:09:40.203909,-0.0388039545468918,,,,,,
2022-10-21 15:34:40.112396,,,,-0.0384168280519937,,,
2022-10-24 13:09:40.203909,-0.0337780403069216,,,,,,
2022-10-24 15:34:40.112396,,,,-0.0431967405903116,,,
2022-10-25 13:09:40.203909,-0.0337101141012495,,,,,,
2022-10-25 15:34:40.112396,,,,-0.0420457590251871,,,
2022-10-26 13:09:40.203909,-0.0319150807095048,,,,,,
2022-10-26 15:34:40.112396,,,,-0.0612557575131591,,,
2022-10-27 13:09:40.203909,-0.0330126091862231,,,,,,
2022-10-27 15:34:40.112396,,,,-0.0668644804134829,,,
2022-10-28 13:09:40.203909,-0.0361237120685824,,,,,,
2022-10-28 15:34:40.112396,,,,-0.0469712159947918,,,
2022-10-31 13:09:40.203909,-0.0403554915489396,,,,,,
2022-10-31 15:34:40.112396,,,,-0.0417767711348147,,,
2022-11-01 13:09:40.203909,-0.0406128566080863,,,,,,
2022-11-01 15:34:40.112396,,,,-0.0308394969358301,,,
2022-11-02 13:09:40.203909,-0.0356386257150693,,,,,,
2022-11-02 15:34:40.112396,,,,-0.0097388997336151,,,
2022-11-03 13:09:40.203909,-0.033994340255638,,,,,,
2022-11-03 15:34:40.112396,,,,-0.0100158665459109,,,
2022-11-04 13:09:40.203909,-0.0432878935717652,,,,,,
2022-11-04 15:34:40.112396,,,,-0.0098517413002847,,,
2022-11-07 13:09:40.203909,-0.0464969339260615,,,,,,
2022-11-07 15:34:40.112396,,,,0.0,,,
2022-11-08 13:09:40.203909,-0.0498546137918215,,,,,,
2022-11-08 15:34:40.112396,,,,0.0,,,
2022-11-09 13:09:40.203909,-0.0535836426170722,,,,,,
2022-11-09 15:34:40.112396,,,,0.0,,,
2022-11-10 13:09:40.203909,-0.0490277143653933,,,,,,
2022-11-10 15:34:40.112396,,,,-0.0022872956432778,,,
2022-11-11 13:09:40.203909,-0.0515496107915717,,,,,,
2022-11-11 15:34:40.112396,,,,-0.004589677950968,,,
2022-11-14 13:09:40.203909,-0.0434492347057742,,,,,,
2022-11-14 15:34:40.112396,,,,-0.0021117873600507,,,
2022-11-15 13:09:40.203909,-0.0292369578582603,,,,,,
2022-11-15 15:34:40.112396,,,,-0.0184891411211823,,,
2022-11-16 13:09:40.203909,-0.0302058727985833,,,,,,
2022-11-16 15:34:40.112396,,,,-0.031181051323465,,,
2022-11-17 13:09:40.203909,-0.0394640421202381,,,,,,
2022-11-17 15:34:40.112396,,,,-0.0347707361457583,,,
2022-11-18 13:09:40.203909,-0.0469129750164083,,,,,,
2022-11-18 15:34:40.112396,,,,-0.0271610148138128,,,
2022-11-21 13:09:40.203909,-0.0430279701190842,,,,,,
2022-11-21 15:34:40.112396,,,,-0.0318608321002474,,,
2022-11-22 13:09:40.203909,-0.0444805670120808,,,,,,
2022-11-22 15:34:40.112396,,,,-0.0316205575159761,,,
2022-11-23 13:09:40.203909,-0.0487867687114621,,,,,,
2022-11-23 15:34:40.112396,,,,-0.0299477016012412,,,
2022-11-24 13:09:40.203909,-0.0465830587576606,,,,,,
2022-11-24 15:34:40.112396,,,,-0.0261289536778991,,,
2022-11-25 13:09:40.203909,-0.0558184300662839,,,,,,
2022-11-25 15:34:40.112396,,,,-0.0271161996546782,,,
2022-11-28 13:09:40.203909,-0.0616380897221461,,,,,,
2022-11-28 15:34:40.112396,,,,-0.0205669910668473,,,
2022-11-29 13:09:40.203909,-0.0587568573873229,,,,,,
2022-11-29 15:34:40.112396,,,,-0.0205995805440151,,,
2022-11-30 13:09:40.203909,-0.0685536550857401,,,,,,
2022-11-30 15:34:40.112396,,,,-0.0034171373144445,,,
2022-12-01 13:09:40.203909,-0.073195693723869,,,,,,
2022-12-01 15:34:40.112396,,,,0.0,,,
2022-12-02 13:09:40.203909,-0.0676929348217857,,,,,,
2022-12-02 15:34:40.112396,,,,0.0,,,
2022-12-05 13:09:40.203909,-0.0614575812118335,,,,,,
2022-12-05 15:34:40.112396,,,,0.0,,,
2022-12-06 13:09:40.203909,-0.0474061875003429,,,,,,
2022-12-06 15:34:40.112396,,,,0.0,,,
2022-12-07 13:09:40.203909,-0.0365672868354328,,,,,,
2022-12-07 15:34:40.112396,,,,0.0,,,
2022-12-08 13:09:40.203909,-0.0318169292201804,,,,,,
2022-12-08 15:34:40.112396,,,,0.0,,,
2022-12-09 13:09:40.203909,-0.035424164437804,,,,,,
2022-12-09 15:34:40.112396,,,,0.0,,,
2022-12-12 13:09:40.203909,-0.0453599644930736,,,,,,
2022-12-12 15:34:40.112396,,,,0.0,,,
2022-12-13 13:09:40.203909,-0.0534643039652249,,,,,,
2022-12-13 15:34:40.112396,,,,-0.0047625520249453,,,
2022-12-14 13:09:40.203909,-0.0526296315870381,,,,,,
2022-12-14 15:34:40.112396,,,,-0.0097334655802129,,,
2022-12-15 13:09:40.203909,-0.0441899413106485,,,,,,
2022-12-15 15:34:40.112396,,,,-0.0119726561240474,,,
2022-12-16 13:09:40.203909,-0.0337558129660131,,,,,,
2022-12-16 15:34:40.112396,,,,-0.0162452662751571,,,
2022-12-19 13:09:40.203909,-0.0349003386108588,,,,,,
2022-12-19 15:34:40.112396,,,,-0.0057277523178768,,,
2022-12-20 13:09:40.203909,-0.0384142465605947,,,,,,
2022-12-20 15:34:40.112396,,,,-0.0011989657939109,,,
2022-12-21 13:09:40.203909,-0.0427309647298701,,,,,,
2022-12-21 15:34:40.112396,,,,-0.0016097798934701,,,
2022-12-22 13:09:40.203909,-0.0374565977873985,,,,,,
2022-12-22 15:34:40.112396,,,,0.0,,,
2022-12-23 13:09:40.203909,-0.0186633391791908,,,,,,
2022-12-23 15:34:40.112396,,,,-0.0001941011897292,,,
2022-12-26 13:09:40.203909,-0.0047100741010219,,,,,,
2022-12-26 15:34:40.112396,,,,0.0,,,
2022-12-27 13:09:40.203909,0.0,,,,,,
2022-12-27 15:34:40.112396,,,,0.0,,,
2022-12-28 13:09:40.203909,-0.006494459858735,,,,,,
2022-12-28 15:34:40.112396,,,,0.0,,,
2022-12-29 13:09:40.203909,0.0,,,,,,
2022-12-29 15:34:40.112396,,,,0.0,,,
2022-12-30 13:09:40.203909,0.0,,,,,,
2022-12-30 15:34:40.112396,,,,0.0,,,
2023-01-02 13:09:40.203909,-0.0030668653378724,,,,,,
2023-01-02 15:34:40.112396,,,,0.0,,,
2023-01-03 13:09:40.203909,-0.0018331969592717,,,,,,
2023-01-03 15:34:40.112396,,,,-0.0182763513585683,,,
2023-01-04 13:09:40.203909,-0.008442435933139,,,,,,
2023-01-04 15:34:40.112396,,,,-0.0128496996961955,,,
2023-01-05 13:09:40.203909,-0.014730112336686,,,,,,
2023-01-05 15:34:40.112396,,,,-0.0068473438249726,,,
2023-01-06 13:09:40.203909,-0.0177269181752989,,,,,,
2023-01-06 15:34:40.112396,,,,0.0,,,
2023-01-09 13:09:40.203909,-0.0084883343576869,,,,,,
2023-01-09 15:34:40.112396,,,,0.0,,,
2023-01-10 13:09:40.203909,0.0,,,,,,
2023-01-10 15:34:40.112396,,,,-0.0075830674217642,,,
2023-01-11 13:09:40.203909,-5.963726820235049e-05,,,,,,
2023-01-11 15:34:40.112396,,,,0.0,,,
2023-01-12 13:09:40.203909,-0.0164572499752719,,,,,,
2023-01-12 15:34:40.112396,,,,0.0,,,
2023-01-13 13:09:40.203909,-0.0222060776788016,,,,,,
2023-01-13 15:34:40.112396,,,,0.0,,,
2023-01-16 13:09:40.203909,-0.013732922398334,,,,,,
2023-01-16 15:34:40.112396,,,,-0.00285374155886,,,
2023-01-17 13:09:40.203909,-0.0133299404678316,,,,,,
2023-01-17 15:34:40.112396,,,,-0.0026689996524404,,,
2023-01-18 13:09:40.203909,-0.0162712751722226,,,,,,
2023-01-18 15:34:40.112396,,,,0.0,,,
2023-01-19 13:09:40.203909,-0.0108718068236968,,,,,,
2023-01-19 15:34:40.112396,,,,-0.0174819665207256,,,
2023-01-20 13:09:40.203909,-0.0120165004858089,,,,,,
2023-01-20 15:34:40.112396,,,,-0.0317258047383414,,,
2023-01-23 13:09:40.203909,-0.0237534830198451,,,,,,
2023-01-23 15:34:40.112396,,,,-0.0210533310838041,,,
2023-01-24 13:09:40.203909,-0.0318685521908396,,,,,,
2023-01-24 15:34:40.112396,,,,-0.0138543395986747,,,
2023-01-25 13:09:40.203909,-0.0366008693058547,,,,,,
2023-01-25 15:34:40.112396,,,,-0.0208631480504314,,,
2023-01-26 13:09:40.203909,-0.0389018767618554,,,,,,
2023-01-26 15:34:40.112396,,,,-0.0157651016410937,,,
2023-01-27 13:09:40.203909,-0.0352031609402688,,,,,,
2023-01-27 15:34:40.112396,,,,-0.0165078128045342,,,
2023-01-30 13:09:40.203909,-0.0342310224075237,,,,,,
2023-01-30 15:34:40.112396,,,,-0.018776487084547,,,
2023-01-31 13:09:40.203909,-0.0373010070830027,,,,,,
2023-01-31 15:34:40.112396,,,,-0.0237243715406784,,,
2023-02-01 13:09:40.203909,-0.0406562336773304,,,,,,
2023-02-01 15:34:40.112396,,,,-0.0191323411917527,,,
2023-02-02 13:09:40.203909,-0.0362001440880783,,,,,,
2023-02-02 15:34:40.112396,,,,-0.0214530904066608,,,
2023-02-03 13:09:40.203909,-0.0321258753824955,,,,,,
2023-02-03 15:34:40.112396,,,,-0.0359057355156041,,,
2023-02-06 13:09:40.203909,-0.042662633102144,,,,,,
2023-02-06 15:34:40.112396,,,,-0.0353751321342905,,,
2023-02-07 13:09:40.203909,-0.0441549751572855,,,,,,
2023-02-07 15:34:40.112396,,,,-0.0239970313389821,,,
2023-02-08 13:09:40.203909,-0.0435412400674519,,,,,,
2023-02-08 15:34:40.112396,,,,-0.0171110911296811,,,
2023-02-09 13:09:40.203909,-0.0408364532768799,,,,,,
2023-02-09 15:34:40.112396,,,,-0.0234383209886333,,,
2023-02-10 13:09:40.203909,-0.0341395957797926,,,,,,
2023-02-10 15:34:40.112396,,,,-0.0301141988741383,,,
2023-02-13 13:09:40.203909,-0.0295126718500162,,,,,,
2023-02-13 15:34:40.112396,,,,-0.027368126270173,,,
2023-02-14 13:09:40.203909,-0.0266665483824549,,,,,,
2023-02-14 15:34:40.112396,,,,-0.0371895152568699,,,
2023-02-15 13:09:40.203909,-0.0249669618637151,,,,,,
2023-02-15 15:34:40.112396,,,,-0.0285684117874143,,,
2023-02-16 13:09:40.203909,-0.0300264896925697,,,,,,
2023-02-16 15:34:40.112396,,,,-0.0174801790091184,,,
2023-02-17 13:09:40.203909,-0.0322669934984509,,,,,,
2023-02-17 15:34:40.112396,,,,-0.0127399833530178,,,
2023-02-20 13:09:40.203909,-0.0189258668130148,,,,,,
2023-02-20 15:34:40.112396,,,,-0.0097110155211415,,,
2023-02-21 13:09:40.203909,-0.0170783189238704,,,,,,
2023-02-21 15:34:40.112396,,,,-0.0108092360978504,,,
2023-02-22 13:09:40.203909,-0.0054047672527869,,,,,,
2023-02-22 15:34:40.112396,,,,-0.0064986648844795,,,
2023-02-23 13:09:40.203909,-0.0024973612935998,,,,,,
2023-02-23 15:34:40.112396,,,,-0.0121350210472575,,,
2023-02-24 13:09:40.203909,0.0,,,,,,
2023-02-24 15:34:40.112396,,,,-0.0092885436234833,,,
2023-02-27 13:09:40.203909,0.0,,,,,,
2023-02-27 15:34:40.112396,,,,-0.0012543073271057,,,
2023-02-28 13:09:40.203909,0.0,,,,,,
2023-02-28 15:34:40.112396,,,,0.0,,,
2023-03-01 13:09:40.203909,-0.0034183802319566,,,,,,
2023-03-01 15:34:40.112396,,,,-0.0059401366823427,,,
2023-03-02 13:09:40.203909,-0.0143434375630203,,,,,,
2023-03-02 15:34:40.112396,,,,-0.0106121973007569,,,
2023-03-03 13:09:40.203909,-0.0224871335666907,,,,,,
2023-03-03 15:34:40.112396,,,,-0.0106459320538402,,,
2023-03-06 13:09:40.203909,-0.0250135409112569,,,,,,
2023-03-06 15:34:40.112396,,,,-0.0095410848699767,,,
2023-03-07 13:09:40.203909,-0.0247969574951891,,,,,,
2023-03-07 15:34:40.112396,,,,-0.0037160378706827,,,
2023-03-08 13:09:40.203909,-0.0224067211366385,,,,,,
2023-03-08 15:34:40.112396,,,,0.0,,,
2023-03-09 13:09:40.203909,-0.0082332356076605,,,,,,
2023-03-09 15:34:40.112396,,,,-0.0057368261644651,,,
2023-03-10 13:09:40.203909,0.0,,,,,,
2023-03-10 15:34:40.112396,,,,-0.011784274816996,,,
2023-03-13 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-13 13:09:40.203909,0.0,,,,,,
2023-03-13 15:34:40.112396,,,,-0.0158483853880481,,,
2023-03-14 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-14 13:09:40.203909,0.0,,,,,,
2023-03-14 15:34:40.112396,,,,-0.0232475802125142,,,
2023-03-15 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-15 13:09:40.203909,0.0,,,,,,
2023-03-15 15:34:40.112396,,,,-0.0212584475098256,,,
2023-03-16 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-16 13:09:40.203909,-0.0146099801101083,,,,,,
2023-03-16 15:34:40.112396,,,,-0.0288532837248505,,,
2023-03-17 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-17 13:09:40.203909,-0.008882038373105,,,,,,
2023-03-17 15:34:40.112396,,,,-0.0184833724988852,,,
2023-03-20 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-20 13:09:40.203909,0.0,,,,,,
2023-03-20 15:34:40.112396,,,,-0.0164656116327075,,,
2023-03-21 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-21 13:09:40.203909,-0.0051207463801709,,,,,,
2023-03-21 15:34:40.112396,,,,-0.0201738712693562,,,
2023-03-22 04:00:00.000000,,,-0.0010347278872389,,-0.0010347278872389,-0.0010347278872389,-0.0010347278872389
2023-03-22 13:09:40.203909,-0.0155398384572009,,,,,,
2023-03-22 15:34:40.112396,,,,-0.0255507447069911,,,
2023-03-23 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-23 13:09:40.203909,-0.0174670491246773,,,,,,
2023-03-23 15:34:40.112396,,,,-0.0294082371035061,,,
2023-03-24 04:00:00.000000,,,-0.0041090185022306,,-0.0041090185022308,-0.0041090185022306,-0.0041090185022308
2023-03-24 13:09:40.203909,-0.0180178664794904,,,,,,
2023-03-24 15:34:40.112396,,,,-0.0348692397637488,,,
2023-03-27 04:00:00.000000,,,-0.0104311963411702,,-0.0104311963411705,-0.0104311963411702,-0.0104311963411705
2023-03-27 13:09:40.203909,-0.0259293198120525,,,,,,
2023-03-27 15:34:40.112396,,,,-0.0297763300602592,,,
2023-03-28 04:00:00.000000,,,-0.0094946305573231,,-0.0094946305573233,-0.0094946305573231,-0.0094946305573233
2023-03-28 13:09:40.203909,-0.0293782661089361,,,,,,
2023-03-28 15:34:40.112396,,,,-0.0266474370487559,,,
2023-03-29 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-29 13:09:40.203909,-0.0341306330448687,,,,,,
2023-03-29 15:34:40.112396,,,,-0.0291451347221449,,,
2023-03-30 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-30 13:09:40.203909,-0.0436764018090825,,,,,,
2023-03-30 15:34:40.112396,,,,-0.0391797447738789,,,
2023-03-31 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-03-31 13:09:40.203909,-0.0442615962637092,,,,,,
2023-03-31 15:34:40.112396,,,,-0.0319058821081048,,,
2023-04-03 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-03 13:09:40.203909,-0.0541928199519532,,,,,,
2023-04-03 15:34:40.112396,,,,-0.032852536286049,,,
2023-04-04 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-04 13:09:40.203909,-0.0648891760125892,,,,,,
2023-04-04 15:34:40.112396,,,,-0.0261087116760059,,,
2023-04-05 04:00:00.000000,,,-0.0090801455187381,,-0.0090801455187381,-0.0090801455187381,-0.0090801455187381
2023-04-05 13:09:40.203909,-0.0656334825680325,,,,,,
2023-04-05 15:34:40.112396,,,,-0.0288884896084744,,,
2023-04-06 04:00:00.000000,,,-0.0089424567544059,,-0.0089424567544059,-0.0089424567544059,-0.0089424567544059
2023-04-06 13:09:40.203909,-0.0758941429308401,,,,,,
2023-04-06 15:34:40.112396,,,,-0.013342592262137,,,
2023-04-07 04:00:00.000000,,,-0.0089424567544059,,,-0.0089424567544059,-0.0089424567544059
2023-04-07 13:09:40.203909,-0.0727338664329306,,,,,,
2023-04-07 15:34:40.112396,,,,-0.0069016424047591,,,
2023-04-10 04:00:00.000000,,,-0.016906201088399,,,-0.016906201088399,-0.016906201088399
2023-04-10 13:09:40.203909,-0.0667064613826284,,,,,,
2023-04-10 15:34:40.112396,,,,-0.0120786612637772,,,
2023-04-11 04:00:00.000000,,,-0.0199095965495063,,-0.0119701818101185,-0.0199095965495063,-0.0199095965495065
2023-04-11 13:09:40.203909,-0.0630199868613009,,,,,,
2023-04-11 15:34:40.112396,,,,-0.0123505304996863,,,
2023-04-12 04:00:00.000000,,,-0.0225695999384224,,-0.0146517330787389,-0.0225695999384224,-0.0225695999384226
2023-04-12 13:09:40.203909,-0.0589590567085509,,,,,,
2023-04-12 15:34:40.112396,,,,0.0,,,
2023-04-13 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-13 13:09:40.203909,-0.0615032902280284,,,,,,
2023-04-13 15:34:40.112396,,,,0.0,,,
2023-04-14 04:00:00.000000,,,-0.0029987872568096,,-0.0029987872568097,-0.0029987872568096,-0.0029987872568096
2023-04-14 13:09:40.203909,-0.0609294251040141,,,,,,
2023-04-14 15:34:40.112396,,,,0.0,,,
2023-04-17 04:00:00.000000,,,-0.0039125987060372,,-0.0039125987060374,-0.0039125987060372,-0.0039125987060372
2023-04-17 13:09:40.203909,-0.069170282775051,,,,,,
2023-04-17 15:34:40.112396,,,,-0.0076164419465142,,,
2023-04-18 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-18 13:09:40.203909,-0.0680155162529244,,,,,,
2023-04-18 15:34:40.112396,,,,-0.013422295776907,,,
2023-04-19 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-19 13:09:40.203909,-0.0706334020852882,,,,,,
2023-04-19 15:34:40.112396,,,,0.0,,,
2023-04-20 04:00:00.000000,,,-0.0012419413429088,,-0.001241941342909,-0.0012419413429088,-0.0012419413429088
2023-04-20 13:09:40.203909,-0.073006933933057,,,,,,
2023-04-20 15:34:40.112396,,,,0.0,,,
2023-04-21 04:00:00.000000,,,-0.0037461697084608,,-0.0037461697084609,-0.0037461697084608,-0.0037461697084608
2023-04-21 13:09:40.203909,-0.0644998495038845,,,,,,
2023-04-21 15:34:40.112396,,,,0.0,,,
2023-04-24 04:00:00.000000,,,-0.0029531064999486,,-0.0029531064999487,-0.0029531064999486,-0.0029531064999486
2023-04-24 13:09:40.203909,-0.0485281067874439,,,,,,
2023-04-24 15:34:40.112396,,,,0.0,,,
2023-04-25 04:00:00.000000,,,-0.0113540043553551,,-0.0113540043553551,-0.0113540043553551,-0.0113540043553551
2023-04-25 13:09:40.203909,-0.0440335075921136,,,,,,
2023-04-25 15:34:40.112396,,,,-0.0045039793358739,,,
2023-04-26 04:00:00.000000,,,-0.0111434311770526,,-0.0111434311770526,-0.0111434311770526,-0.0111434311770526
2023-04-26 13:09:40.203909,-0.0341116116274408,,,,,,
2023-04-26 15:34:40.112396,,,,0.0,,,
2023-04-27 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-04-27 13:09:40.203909,-0.0338351537010488,,,,,,
2023-04-27 15:34:40.112396,,,,0.0,,,
2023-04-28 04:00:00.000000,,,-0.0037729195331142,,-0.0037729195331142,-0.0037729195331142,-0.0037729195331142
2023-04-28 13:09:40.203909,-0.0385992663703445,,,,,,
2023-04-28 15:34:40.112396,,,,0.0,,,
2023-05-01 04:00:00.000000,,,-0.0096993925347141,,-0.009699392534714,-0.0096993925347141,-0.0096993925347141
2023-05-01 13:09:40.203909,-0.0421510868664799,,,,,,
2023-05-01 15:34:40.112396,,,,-0.0056874851007213,,,
2023-05-02 04:00:00.000000,,,-0.0022967373514055,,-0.0022967373514054,-0.0022967373514055,-0.0022967373514055
2023-05-02 13:09:40.203909,-0.0353358473430009,,,,,,
2023-05-02 15:34:40.112396,,,,-0.0119472800950578,,,
2023-05-03 04:00:00.000000,,,-0.0023169328864812,,-0.0023169328864809,-0.0023169328864812,-0.002316932886481
2023-05-03 13:09:40.203909,-0.0235533179396906,,,,,,
2023-05-03 15:34:40.112396,,,,-0.0117412914419993,,,
2023-05-04 04:00:00.000000,,,-0.0029308129081229,,-0.0029308129081226,-0.0029308129081229,-0.0029308129081229
2023-05-04 13:09:40.203909,-0.0287387007186645,,,,,,
2023-05-04 15:34:40.112396,,,,-0.0041613319651215,,,
2023-05-05 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-05 13:09:40.203909,-0.0242492195292208,,,,,,
2023-05-05 15:34:40.112396,,,,-0.0172488087316796,,,
2023-05-08 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-08 13:09:40.203909,-0.0174914007422182,,,,,,
2023-05-08 15:34:40.112396,,,,-0.0189557070381587,,,
2023-05-09 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-09 13:09:40.203909,-0.0117205958515241,,,,,,
2023-05-09 15:34:40.112396,,,,-0.0224210631411511,,,
2023-05-10 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-10 13:09:40.203909,0.0,,,,,,
2023-05-10 15:34:40.112396,,,,-0.0259514726415268,,,
2023-05-11 04:00:00.000000,,,-0.0003750349629665,,-0.0003750349629666,-0.0003750349629665,-0.0003750349629665
2023-05-11 13:09:40.203909,-1.562479782590831e-05,,,,,,
2023-05-11 15:34:40.112396,,,,-0.0227137743457261,,,
2023-05-12 04:00:00.000000,,,-0.0073847763264909,,-0.0073847763264909,-0.0073847763264909,-0.0073847763264909
2023-05-12 13:09:40.203909,-0.0088759923149023,,,,,,
2023-05-12 15:34:40.112396,,,,-0.0293837985754445,,,
2023-05-15 04:00:00.000000,,,-0.0053655594945205,,-0.0053655594945205,-0.0053655594945205,-0.0053655594945205
2023-05-15 13:09:40.203909,-0.0146710657666248,,,,,,
2023-05-15 15:34:40.112396,,,,-0.0392225887859561,,,
2023-05-16 04:00:00.000000,,,-0.0076548379224111,,-0.007654837922411,-0.0076548379224111,-0.0076548379224109
2023-05-16 13:09:40.203909,-0.008953654194448,,,,,,
2023-05-16 15:34:40.112396,,,,-0.0460056365082111,,,
2023-05-17 04:00:00.000000,,,-0.0024377518566938,,-0.0024377518566938,-0.0024377518566938,-0.0024377518566935
2023-05-17 13:09:40.203909,-0.0050673819570445,,,,,,
2023-05-17 15:34:40.112396,,,,-0.0411824135924479,,,
2023-05-18 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-18 13:09:40.203909,-0.0006000913934621,,,,,,
2023-05-18 15:34:40.112396,,,,-0.0313679163957456,,,
2023-05-19 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-05-19 13:09:40.203909,0.0,,,,,,
2023-05-19 15:34:40.112396,,,,-0.0146764055191277,,,
2023-05-22 04:00:00.000000,,,-0.0053352510277319,,-0.005335251027732,-0.0053352510277319,-0.0053352510277319
2023-05-22 13:09:40.203909,-0.0051211877610398,,,,,,
2023-05-22 15:34:40.112396,,,,-0.023987461289742,,,
2023-05-23 04:00:00.000000,,,-0.0106460212046882,,-0.0106460212046881,-0.0106460212046882,-0.0106460212046882
2023-05-23 13:09:40.203909,-0.0087286062347951,,,,,,
2023-05-23 15:34:40.112396,,,,-0.0318510109777677,,,
2023-05-24 04:00:00.000000,,,-0.0113363162537352,,-0.0113363162537351,-0.0113363162537352,-0.0113363162537352
2023-05-24 13:09:40.203909,-0.0035751534722785,,,,,,
2023-05-24 15:34:40.112396,,,,-0.0340090122964302,,,
2023-05-25 04:00:00.000000,,,-0.0156441651570147,,-0.0156441651570146,-0.0156441651570147,-0.0156441651570147
2023-05-25 13:09:40.203909,-0.0108615324149828,,,,,,
2023-05-25 15:34:40.112396,,,,-0.0292036367498019,,,
2023-05-26 04:00:00.000000,,,-0.0007238443534844,,-0.0007238443534843,-0.0007238443534844,-0.0007238443534844
2023-05-26 13:09:40.203909,-0.0193395161689474,,,,,,
2023-05-26 15:34:40.112396,,,,-0.0136099566241346,,,
2023-05-29 04:00:00.000000,,,-0.0007238443534844,,,-0.0007238443534844,-0.0007238443534844
2023-05-29 13:09:40.203909,-0.0115272465114193,,,,,,
2023-05-29 15:34:40.112396,,,,-0.0137701633303156,,,
2023-05-30 04:00:00.000000,,,0.0,,,0.0,0.0
2023-05-30 13:09:40.203909,-0.0103510161021163,,,,,,
2023-05-30 15:34:40.112396,,,,-0.0105073310875228,,,
2023-05-31 04:00:00.000000,,,-0.002062454370487,,-0.0027848058280209,-0.002062454370487,-0.0020624543704867
2023-05-31 13:09:40.203909,-0.0035310779694943,,,,,,
2023-05-31 15:34:40.112396,,,,-0.0187102232986124,,,
2023-06-01 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-01 13:09:40.203909,-0.0046592526229969,,,,,,
2023-06-01 15:34:40.112396,,,,-0.021152636294205,,,
2023-06-02 04:00:00.000000,,,-0.0011832745485792,,-0.0011832745485792,-0.0011832745485792,-0.0011832745485792
2023-06-02 13:09:40.203909,0.0,,,,,,
2023-06-02 15:34:40.112396,,,,-0.0150895116836409,,,
2023-06-05 04:00:00.000000,,,-0.0004104732957173,,-0.0004104732957173,-0.0004104732957173,-0.0004104732957173
2023-06-05 13:09:40.203909,0.0,,,,,,
2023-06-05 15:34:40.112396,,,,-0.0139289761077483,,,
2023-06-06 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-06 13:09:40.203909,0.0,,,,,,
2023-06-06 15:34:40.112396,,,,-0.0224092689659177,,,
2023-06-07 04:00:00.000000,,,-0.014387688403783,,-0.0143876884037831,-0.014387688403783,-0.014387688403783
2023-06-07 13:09:40.203909,0.0,,,,,,
2023-06-07 15:34:40.112396,,,,-0.0280530078044574,,,
2023-06-08 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-08 13:09:40.203909,-0.0016295277132886,,,,,,
2023-06-08 15:34:40.112396,,,,-0.0210223629914841,,,
2023-06-09 04:00:00.000000,,,-0.0014186310156065,,-0.0014186310156066,-0.0014186310156065,-0.0014186310156065
